%OpenBCI Raw EEG Data
%Number of channels = 4
%Sample Rate = 200 Hz
%Board = OpenBCI_GUI$BoardGanglionBLE
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Timestamp, Other, Timestamp (Formatted)
88.0, -144.4050170890987, -212.25241213524714, -42.70591759402305, -70.16987291863188, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228827661636E9, 0.0, 2023-06-28 12:28:02.766
89.0, -155.34048455953598, -213.80821051681414, -162.9250016696751, -186.12921094475314, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687922882781793E9, 0.0, 2023-06-28 12:28:02.781
89.0, -271.8271484794095, -329.63291214453056, -183.0830624308437, -214.41033440968022, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687922882781793E9, 0.0, 2023-06-28 12:28:02.781
90.0, -233.91578262858093, -268.1040780735202, -66.06159281730652, -90.81038077408448, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687922882782517E9, 0.0, 2023-06-28 12:28:02.782
90.0, -126.40113870240748, -203.06721784407273, -113.30774895753711, -138.06027681427076, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687922882782517E9, 0.0, 2023-06-28 12:28:02.782
91.0, -236.50005349796265, -316.56196179939434, -201.49458991270512, -239.37416661391035, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228827962527E9, 0.0, 2023-06-28 12:28:02.796
91.0, -247.77211196441203, -290.382662109565, -91.13762202020735, -121.9637474049814, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228827962527E9, 0.0, 2023-06-28 12:28:02.796
92.0, -126.52455540094525, -194.34577114740387, -63.67179674562067, -89.55003448901698, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228828117785E9, 0.0, 2023-06-28 12:28:02.811
92.0, -175.25545182358474, -258.09236589213833, -195.62668688222766, -225.08026898326352, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228828117785E9, 0.0, 2023-06-28 12:28:02.811
93.0, -271.8009691797197, -319.243470067624, -136.33805288467556, -171.26310862088576, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228828125324E9, 0.0, 2023-06-28 12:28:02.812
93.0, -172.1513348603621, -229.6429469292052, -54.879291949793696, -82.51902257231995, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228828125324E9, 0.0, 2023-06-28 12:28:02.812
94.0, -136.248295285739, -210.07579036103562, -162.43133487552404, -185.68042295007035, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228828261633E9, 0.0, 2023-06-28 12:28:02.826
94.0, -255.10605577751994, -337.97662894567475, -181.93117324449122, -213.05275072576478, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228828261633E9, 0.0, 2023-06-28 12:28:02.826
95.0, -178.0528969904408, -259.23303537862375, -54.46790295466781, -82.01039617834613, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687922882841808E9, 0.0, 2023-06-28 12:28:02.841
95.0, -121.41959196142852, -181.67872999748215, -102.84350888151675, -120.77071931911632, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687922882841808E9, 0.0, 2023-06-28 12:28:02.841
96.0, -244.10327010788023, -296.6843935349025, -205.06619437038898, -238.49529012432322, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228828426015E9, 0.0, 2023-06-28 12:28:02.842
96.0, -221.27492077834904, -297.17806032905355, -90.27370513044298, -118.25376664893702, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228828426015E9, 0.0, 2023-06-28 12:28:02.842
97.0, -125.91869160812348, -180.1042321161367, -63.510981047526, -82.45918417302892, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228828561008E9, 0.0, 2023-06-28 12:28:02.856
97.0, -196.11661377642304, -270.4789145453833, -201.29637521505356, -225.22612508153543, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228828561008E9, 0.0, 2023-06-28 12:28:02.856
98.0, -230.12352407351136, -321.18447814462706, -130.78430145047605, -167.6503652636893, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687922882871746E9, 0.0, 2023-06-28 12:28:02.871
98.0, -159.61519020888954, -217.77998426975682, -42.432904897257686, -69.59766822541133, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687922882871746E9, 0.0, 2023-06-28 12:28:02.871
99.0, -155.32178505975753, -218.04177726665512, -158.38102322351187, -178.34647913696244, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228828724604E9, 0.0, 2023-06-28 12:28:02.872
99.0, -264.39596726745367, -331.4654631228186, -180.016344467178, -210.7527122530155, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228828724604E9, 0.0, 2023-06-28 12:28:02.872
100.0, -174.65706783067435, -241.96217738324776, -53.14023847039789, -81.57282788353041, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228828868473E9, 0.0, 2023-06-28 12:28:02.886
100.0, -134.6887570042163, -196.24190042493865, -104.59378206077963, -123.9271948817186, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228828868473E9, 0.0, 2023-06-28 12:28:02.886
0.0, -239.79490535892546, -293.9355670674704, -208.35543638141826, -237.13209659047425, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228828875074E9, 0.0, 2023-06-28 12:28:02.887
1.0, -225.72914162557572, -299.6351745999418, -93.05432074749842, -124.47135032527149, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687922882901156E9, 0.0, 2023-06-28 12:28:02.901
1.0, -121.85342035628855, -197.30403201235458, -61.04451702674851, -83.54562511015683, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687922882901156E9, 0.0, 2023-06-28 12:28:02.901
2.0, -189.81862225104123, -270.19842204870656, -199.409595687408, -225.31027283053845, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228829168444E9, 0.0, 2023-06-28 12:28:02.916
2.0, -257.8698418447748, -305.55917612975463, -141.35512867523357, -169.4137280927971, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228829168444E9, 0.0, 2023-06-28 12:28:02.916
3.0, -177.35353569872677, -224.29488999256864, -49.069357368629426, -75.46370130591094, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228829174976E9, 0.0, 2023-06-28 12:28:02.917
3.0, -136.24081548582762, -226.24337786948308, -159.17575196409598, -181.91621364466846, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228829174976E9, 0.0, 2023-06-28 12:28:02.917
4.0, -252.3759288098663, -317.34360089013353, -178.61201203381643, -211.1771908979863, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687922882931037E9, 0.0, 2023-06-28 12:28:02.931
4.0, -183.3822544272989, -250.62752558058128, -56.84834927646443, -91.10770282056183, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687922882931037E9, 0.0, 2023-06-28 12:28:02.931
5.0, -123.8355673328042, -178.03980734059587, -96.4351903074421, -120.00964967813343, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228829470513E9, 0.0, 2023-06-28 12:28:02.947
5.0, -219.71538249682635, -309.11208108766004, -202.65208894899115, -234.8170985179022, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228829470513E9, 0.0, 2023-06-28 12:28:02.947
6.0, -233.56423203274608, -311.48317765956745, -100.52290095901117, -127.29123489186168, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228829475515E9, 0.0, 2023-06-28 12:28:02.947
6.0, -153.70988817885518, -188.12257762113586, -59.174567048903555, -82.71910721994936, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228829475515E9, 0.0, 2023-06-28 12:28:02.947
7.0, -192.0214233249426, -257.64731779741123, -194.87309704115614, -224.2219619434327, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687922882961125E9, 0.0, 2023-06-28 12:28:02.961
7.0, -238.36252367589623, -323.319961019326, -135.29649074701592, -169.12949569616467, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687922882961125E9, 0.0, 2023-06-28 12:28:02.961
8.0, -166.73221982456744, -223.7152054994367, -41.36890335986391, -67.30697950255126, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228829768078E9, 0.0, 2023-06-28 12:28:02.976
8.0, -146.24878776725382, -221.4189069266431, -162.44068462541327, -189.4932509548962, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228829768078E9, 0.0, 2023-06-28 12:28:02.976
9.0, -243.2655325178057, -311.77862975606695, -181.63385119801387, -219.97717549372464, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228829774284E9, 0.0, 2023-06-28 12:28:02.977
9.0, -213.71658296789974, -275.53151938552037, -67.92219304526225, -93.16838769614697, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228829774284E9, 0.0, 2023-06-28 12:28:02.977
10.0, -143.94874929450452, -179.3599920249544, -101.55137344682589, -126.18796440493315, -0.01600000075995922, -0.03200000151991844, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228829911537E9, 0.0, 2023-06-28 12:28:02.991
10.0, -224.5884721390903, -316.03463590564206, -205.80482461163774, -232.7040550429374, -0.01600000075995922, -0.03200000151991844, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228829911537E9, 0.0, 2023-06-28 12:28:02.991
11.0, -233.34357793536037, -315.1632392159663, -99.04564047651365, -128.57402057666332, -0.01600000075995922, -0.03200000151991844, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 1.68792288300675E9, 0.0, 2023-06-28 12:28:03.006
11.0, -141.7010694211349, -213.0452709258534, -60.337675935123116, -82.98464011680335, -0.01600000075995922, -0.03200000151991844, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 1.68792288300675E9, 0.0, 2023-06-28 12:28:03.006
12.0, -197.32460146211088, -259.8912577708252, -196.54109242139384, -223.39170415326953, -0.01600000075995922, -0.03200000151991844, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228830074725E9, 0.0, 2023-06-28 12:28:03.007
12.0, -268.28920312132686, -319.89795255986974, -149.25753728160635, -183.99185812007636, -0.01600000075995922, -0.03200000151991844, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228830074725E9, 0.0, 2023-06-28 12:28:03.007
13.0, -164.5929970499128, -235.47345096012577, -44.42066172370687, -79.53271245770156, -0.01600000075995922, -0.03200000151991844, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228830210476E9, 0.0, 2023-06-28 12:28:03.021
13.0, -117.57123490702361, -208.96130017424002, -149.62030757730827, -169.55210439115763, -0.01600000075995922, -0.03200000151991844, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228830210476E9, 0.0, 2023-06-28 12:28:03.021
14.0, -241.02907234430313, -329.12054585060105, -178.19688313873485, -215.81466684304178, -0.01600000075995922, -0.03200000151991844, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687922883036734E9, 0.0, 2023-06-28 12:28:03.036
14.0, -214.6552978567779, -264.76060751313344, -67.03209685580805, -93.8602691879496, -0.01600000075995922, -0.03200000151991844, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687922883036734E9, 0.0, 2023-06-28 12:28:03.036
15.0, -129.23224296886474, -182.1462174919434, -95.56379361776635, -118.92133879102767, -0.01600000075995922, -0.03200000151991844, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687922883037448E9, 0.0, 2023-06-28 12:28:03.037
15.0, -227.46071530506015, -298.8984143086709, -207.22224669484422, -239.5181527622044, -0.01600000075995922, -0.03200000151991844, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687922883037448E9, 0.0, 2023-06-28 12:28:03.037
16.0, -252.0430777138099, -310.48462437139824, -104.95468240650371, -130.55990745313466, -0.01600000075995922, -0.03200000151991844, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228830510814E9, 0.0, 2023-06-28 12:28:03.051
16.0, -134.4007847076282, -210.87238905159757, -63.83448239369318, -85.88680248241872, -0.01600000075995922, -0.03200000151991844, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228830510814E9, 0.0, 2023-06-28 12:28:03.051
17.0, -182.80256993416697, -269.12133086146787, -198.47462069848552, -220.61295848619193, -0.01600000075995922, -0.03200000151991844, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228830667293E9, 0.0, 2023-06-28 12:28:03.066
17.0, -257.6080488478765, -332.280761313159, -147.18937260610983, -181.47490544989705, -0.01600000075995922, -0.03200000151991844, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228830667293E9, 0.0, 2023-06-28 12:28:03.066
18.0, -176.47839910909534, -227.6421004529111, -48.62430927390233, -73.87424382474273, -0.01600000075995922, -0.03200000151991844, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228830674531E9, 0.0, 2023-06-28 12:28:03.067
18.0, -139.01208135299385, -208.62844907818362, -150.19251227052882, -171.27993817068636, -0.01600000075995922, -0.03200000151991844, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228830674531E9, 0.0, 2023-06-28 12:28:03.067
19.0, -255.90639436803758, -308.44263899559155, -184.7716272608377, -219.09455910418183, -0.01600000075995922, -0.03200000151991844, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228830810955E9, 0.0, 2023-06-28 12:28:03.081
19.0, -201.63670611102134, -264.23702151933685, -65.86150816967711, -90.01565203350037, -0.01600000075995922, -0.03200000151991844, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228830810955E9, 0.0, 2023-06-28 12:28:03.081
20.0, -104.42922646272928, -176.72336255619302, -86.51323572499678, -111.59861467778683, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228830968945E9, 0.0, 2023-06-28 12:28:03.096
20.0, -210.19359720963985, -296.9648860315792, -198.5905575971119, -227.6963290022686, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228830968945E9, 0.0, 2023-06-28 12:28:03.096
21.0, -249.96369333844632, -310.08071517618373, -104.36751811346039, -131.92871083691716, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228830975223E9, 0.0, 2023-06-28 12:28:03.097
21.0, -160.6735818963498, -209.87757566338405, -64.82181598199531, -84.69751429650933, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228830975223E9, 0.0, 2023-06-28 12:28:03.097
22.0, -181.76661764644086, -262.75602113688365, -191.0359596866183, -219.74530169647187, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687922883111072E9, 0.0, 2023-06-28 12:28:03.111
22.0, -267.1971523342654, -315.7541434089653, -148.44597899122164, -182.2004460413009, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687922883111072E9, 0.0, 2023-06-28 12:28:03.111
23.0, -143.3316658018157, -217.43217357387766, -35.08587143430486, -65.46694872435182, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228831268585E9, 0.0, 2023-06-28 12:28:03.126
23.0, -130.33177355583757, -203.66560183698311, -144.22363194124773, -165.93936103396118, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228831268585E9, 0.0, 2023-06-28 12:28:03.126
24.0, -257.36121545080096, -328.1818309617229, -187.53915322804824, -218.23064221441746, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228831274412E9, 0.0, 2023-06-28 12:28:03.127
24.0, -222.9541358584538, -286.3473100573756, -71.19460550649092, -98.58376283198595, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228831274412E9, 0.0, 2023-06-28 12:28:03.127
25.0, -122.38822604995221, -199.91822208138183, -96.73438230389729, -116.82325491588563, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687922883141124E9, 0.0, 2023-06-28 12:28:03.141
25.0, -229.86173107661307, -323.4321580179967, -207.77575188828632, -235.108810714446, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687922883141124E9, 0.0, 2023-06-28 12:28:03.141
26.0, -247.5589376669377, -293.4531199731864, -105.80363969644532, -139.5431471467018, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228831567545E9, 0.0, 2023-06-28 12:28:03.156
26.0, -126.53577510081232, -177.0636934521608, -50.41572135267779, -78.04049237538129, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228831567545E9, 0.0, 2023-06-28 12:28:03.156
27.0, -172.1513348603621, -234.8376679676585, -182.58004588680342, -207.11191964615136, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228831574852E9, 0.0, 2023-06-28 12:28:03.157
27.0, -257.54447054862976, -334.33770628878847, -150.03917637234554, -184.50422441400588, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228831574852E9, 0.0, 2023-06-28 12:28:03.157
28.0, -170.4870793800801, -236.50940324785188, -44.80961131909862, -73.78074632585049, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228831710987E9, 0.0, 2023-06-28 12:28:03.171
28.0, -140.46316253580153, -209.39138866914436, -142.61547496030107, -164.2975449534133, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228831710987E9, 0.0, 2023-06-28 12:28:03.171
29.0, -255.53614427242428, -355.2624465408735, -195.58741793269292, -225.86751792393625, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687922883186762E9, 0.0, 2023-06-28 12:28:03.186
29.0, -226.19288922008127, -269.1362904612906, -69.98287792084739, -98.9353134278208, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687922883186762E9, 0.0, 2023-06-28 12:28:03.186
30.0, -132.25408213306218, -191.27905318373814, -94.1351518346928, -119.3551671858877, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687922883187454E9, 0.0, 2023-06-28 12:28:03.187
30.0, -197.6462328583002, -271.2231546365656, -195.8566907295026, -226.86233131214976, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687922883187454E9, 0.0, 2023-06-28 12:28:03.187
31.0, -249.84401653986424, -304.5269637419842, -103.03985362919047, -129.42297786660492, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687922883201043E9, 0.0, 2023-06-28 12:28:03.201
31.0, -149.57355882786214, -230.15531322313473, -63.82326269382611, -84.85085019469261, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687922883201043E9, 0.0, 2023-06-28 12:28:03.201
32.0, -191.24726403411478, -262.763500936795, -192.50574036920443, -217.2171293264255, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228832167552E9, 0.0, 2023-06-28 12:28:03.216
32.0, -281.25917616765946, -368.2997377864085, -158.43899167282507, -187.95241217315197, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228832167552E9, 0.0, 2023-06-28 12:28:03.216
33.0, -226.73143481370062, -267.6178910792805, -62.95560590410605, -87.7081337608397, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687922883217416E9, 0.0, 2023-06-28 12:28:03.217
33.0, -188.10200817137957, -239.7294571097009, -165.85521328495815, -183.0905422307551, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687922883217416E9, 0.0, 2023-06-28 12:28:03.217
34.0, -283.0655478462577, -342.1765365959145, -208.25071918265894, -231.64566335547715, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228832310576E9, 0.0, 2023-06-28 12:28:03.231
34.0, -234.23367412481457, -295.001438554842, -81.43445158516988, -104.88923415727913, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228832310576E9, 0.0, 2023-06-28 12:28:03.231
35.0, -159.31599821243435, -224.57538248924538, -104.82004600809887, -123.29328183922917, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228832632623E9, 0.0, 2023-06-28 12:28:03.263
35.0, -248.96140015032142, -337.2436085543595, -227.14469375880435, -249.3017310462892, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228832632623E9, 0.0, 2023-06-28 12:28:03.263
36.0, -250.68923392985016, -325.5526812928729, -113.29839920764789, -144.68924948573112, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228832638428E9, 0.0, 2023-06-28 12:28:03.263
36.0, -165.25121944211423, -216.77021128172055, -67.6080414489843, -85.59135038591921, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228832638428E9, 0.0, 2023-06-28 12:28:03.263
37.0, -189.459591855295, -262.8943974352442, -191.49596738116816, -215.3995379479602, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687922883264548E9, 0.0, 2023-06-28 12:28:03.264
37.0, -273.3567675612867, -351.2570136883296, -166.48351647751406, -194.9086260907352, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687922883264548E9, 0.0, 2023-06-28 12:28:03.264
38.0, -195.6491262819618, -263.26838743081316, -58.729518954176456, -87.6707347612828, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228832653162E9, 0.0, 2023-06-28 12:28:03.265
38.0, -152.8833702886477, -253.72042284393683, -155.84350110357627, -173.636075142771, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228832653162E9, 0.0, 2023-06-28 12:28:03.265
39.0, -280.67201187461615, -349.64511680742726, -204.0433317325078, -234.06163872685283, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228832760806E9, 0.0, 2023-06-28 12:28:03.276
39.0, -244.25286610610783, -287.1252092481591, -81.63266628282145, -110.03907639626414, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228832760806E9, 0.0, 2023-06-28 12:28:03.276
40.0, -159.8582837060094, -217.95201966771856, -103.82149271992967, -124.43395132571459, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228832912228E9, 0.0, 2023-06-28 12:28:03.291
40.0, -253.2323658997193, -318.22621727967635, -220.20343944104388, -246.12655598390847, -0.01600000075995922, -0.04800000227987766, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228832912228E9, 0.0, 2023-06-28 12:28:03.291
41.0, -267.1709730345756, -334.26290828967467, -121.29430531291291, -151.84367810096592, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228833067367E9, 0.0, 2023-06-28 12:28:03.306
41.0, -156.6270101442933, -244.73344325041398, -65.00133117986843, -91.54153121542186, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6879228833067367E9, 0.0, 2023-06-28 12:28:03.306
42.0, -178.55778348445892, -251.96640976471826, -191.6642628791742, -216.3232932370156, -0.01600000075995922, -0.03200000151991844, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687922883307442E9, 0.0, 2023-06-28 12:28:03.307
